cnpj,razao_social,nome_fantasia,segmento,sub_segmento,endereco,cidade,ring,telefone,whatsapp,email,instagram,website,google_maps_url,google_rating,google_reviews,porte,foco_felino,potencial_b2b,notas,lat,lng,completeness_score,bairro,fonte_enriquecimento,horario,facebook,fonte_descoberta,data_discovery,marketplace_ifood,marketplace_rappi,marketplace_ml,marketplace_shopee,rating_marketplace,digital_maturity,batch_source,categorias_google,cnae_principal,cnae_descricao,uf,cep,situacao_cadastral,data_abertura,natureza_juridica,capital_social,telefone_receita,email_receita,ja_no_crm
,,Freedom Pet Sitter e Dog Walker,pet_sitter,domicilio,,São Bernardo do Campo,,,,,,,,,,mei,,,Cuidadora de animais à domicílio. Não hospeda. Passeadora de cães. 981 curtidas no Facebook.,,,1,,,,facebook.com/freedompetsitter,serper:pet sitter dog walker cuidador de gatos ABC são bernardo,2026-04-03,,,,,,,,,,,,,,,,,,,
41.265.099/0001-30,UNIC PETSHOP LTDA - ME,Unic Petshop,pet_shop,delivery_marketplace,"Av. São José, 357 - Centro",Diadema,1_abc,,(11) 98327-0000,,@unicpetshop,https://unicpetshop.com.br/,https://www.google.com/maps/search/?api=1&query=Unic+Petshop+Av+São+José+357+Diadema,,,me,false,alto,"Pet shop com loja física em Diadema + e-commerce Shopify (unicpetshop.com.br) + iFood delivery. Vende ração, acessórios, farmácia vet, peixes, pássaros. Banho & Tosa bem avaliado. CNPJ confirmado via Serasa. Forte presença digital.",,,5,Centro,firecrawl:ifood+serper:instagram+firecrawl:unicpetshop.com.br+serper:serasa_cnpj,,,serper:site:ifood.com.br+'pet shop'+'diadema',2026-04-03,True,False,False,False,,alta,,,,,,,,,,,,,
,,Petyard,pet_shop,marketplace_fisico,"R. Giovanni Battista Pirelli, 155 - Vila Homero Thon",Santo André,1_abc,,,,,https://www.ifood.com.br/delivery/santo-andre-sp/petyard---santo-andre-vila-principe-de-gales/3f8591e6-c094-44b8-b185-e9b2d90679f4,https://www.google.com/maps/search/?api=1&query=Petyard+R+Giovanni+Battista+Pirelli+155+Santo+André,,,medio,false,alto,"Loja física do marketplace proprietário da Mars (dona da Royal Canin, Pedigree, Whiskas). iFood rating 4.9. Pedido mínimo R$30. Loja conceito digital-first. Excelente candidato B2B pela relação com Mars e operação omnichannel.",,,3,Vila Homero Thon,firecrawl:ifood+exa:petyard+serper:blog_semeupetfalasse,,,serper:site:ifood.com.br+'pet shop'+'santo andré',2026-04-03,True,False,False,False,4.9,alta,,,,,,,,,,,,,
,,Pet.shopper SBC,pet_shop,delivery_marketplace,Nova Petrópolis,São Bernardo do Campo,1_abc,,,,,https://www.ifood.com.br/delivery/sao-bernardo-do-campo-sp/petshopper--sao-bernardo-do-campo-nova-petropolis/71291667-1644-455b-bdce-b9384edc2c13,,,,,false,medio,"Pet shop delivery via iFood em SBC. Vende Cães, Gatos, Peixes, Acessórios, Higiene. Operação digital-native (sem dados de loja física encontrados). Possivelmente dark store ou operação home-based iFood.",,,3,Nova Petrópolis,firecrawl:ifood_page,,,serper:site:ifood.com.br+'pet'+'são bernardo do campo',2026-04-03,True,False,False,False,,alta,,,,,,,,,,,,,
,,Pet.shopper SCS,pet_shop,delivery_marketplace,Oswaldo Cruz,São Caetano do Sul,1_abc,,,,,https://www.ifood.com.br/delivery/sao-caetano-do-sul-sp/petshopper--sao-caetano-do-sul-oswaldo-cruz/243b68d1-d201-4778-955c-d3c9da426f94,,,,,false,medio,Novidade no iFood (badge 'Novidade'). Delivery de pets em SCS. Mesmo operador que Pet.shopper SBC — rede expandindo no ABC. Pedido mínimo R$150. Operação digital-native.,,,3,Oswaldo Cruz,firecrawl:ifood_page+exa:petshopper,,,serper:site:ifood.com.br+'pet'+'são caetano do sul',2026-04-03,True,False,False,False,,alta,,,,,,,,,,,,,
,,Avicultura São Judas,pet_shop,granel_delivery,Jardim do Estádio,Santo André,1_abc,,,,,https://www.ifood.com.br/delivery/santo-andre-sp/pet-shop-avicultura-sao-judas-granel-jardim-do-estadio/47bfeb4a-1349-4d7c-8fb8-e67ecc99141c,https://www.google.com/maps/search/?api=1&query=Avicultura+São+Judas+Jardim+do+Estádio+Santo+André,,,me,false,medio,"Especialista em ração a granel via iFood. Rating 5.0. Atende cães, gatos, pássaros, roedores. Também vende farmácia vet e acessórios. Bom candidato para revenda granel GATO³.",,,3,Jardim do Estádio,firecrawl:ifood_page,,,exa:'pet shop delivery santo andré iFood',2026-04-03,True,False,False,False,5.0,media,,,,,,,,,,,,,
07.278.660/0001-88,Animal Shopping Pet Store Ltda,Animal Shopping Pet,pet_shop,megaloja,"R. Coronel Alfredo Fláquer, 754 - Centro",Santo André,1_abc,,(11) 95868-0111,animalshoppingsa@gmail.com,@animal.shopping.pet,https://animalshoppingpet.com.br/,https://www.google.com/maps/search/?api=1&query=Animal+Shopping+Pet+Coronel+Alfredo+Fláquer+754+Santo+André,,,epp,false,alto,"Autodenominado 'O Petshop mais completo de Santo André'. 3.058 seguidores Instagram. Site próprio com e-commerce. Vende na Shopee. WhatsApp para pedidos. Múltiplas unidades (Perimetral + Centro). Arranhadores para gatos, Royal Canin. CNPJ confirmado. Excelente candidato B2B.",,,5,Centro,firecrawl:animalshoppingpet.com.br+serper:instagram+serper:econodata_cnpj,,,exa:'Animal Shopping pet shop santo andré',2026-04-03,False,False,False,True,,alta,,,,,,,,,,,,,
,,For Pets SCS,pet_shop,delivery,,São Caetano do Sul,1_abc,(11) 2945-8689,(11) 98203-0631,vendas.forpets@gmail.com,,https://forpetsbr.wixsite.com/forpets,,,,mei,false,medio,"Disk ração com delivery em SCS. Site Wix com catálogo (Golden, Premier). Telefone fixo + WhatsApp + email. Operação delivery-only de ração e acessórios. Candidato para revenda direta GATO³.",,,3,,serper:site_forpets,,,exa:'For Pets rações São Caetano do Sul delivery',2026-04-03,False,False,False,False,,media,,,,,,,,,,,,,
,,Pet Shop Dog Reis,pet_shop,delivery,"R. Nelly Pellegrino, 770",São Caetano do Sul,1_abc,,(11) 4232-9051,,@petshopdogreis,,https://www.google.com/maps/search/?api=1&query=Pet+Shop+Dog+Reis+Rua+Nelly+Pellegrino+770+São+Caetano+do+Sul,,,mei,false,baixo,Pequeno pet shop em SCS com delivery próprio (frete grátis SCS acima R$75). Instagram com 45 seguidores. Operação micro/artesanal. Facebook ativo com 557 seguidores.,,,3,Nova Gerty,serper:instagram_petshopdogreis,,,exa:'pet shop delivery São Caetano do Sul',2026-04-03,False,False,False,False,,baixa,,,,,,,,,,,,,
,,Ducci Pets,pet_shop,delivery_online,,Mauá,1_abc,,(11) 99105-6170,,@duccipets,https://www.duccipets.com.br,,,,mei,false,alto,"Pet shop 100% online com delivery em Mauá e Ribeirão Pires. iFood + site próprio + WhatsApp. Funciona 11h-20h30. Vende rações (Golden, Premier, Equilíbrio), sachês, medicamentos, areias, petiscos, itens de higiene. Ração a granel também. Digital-native, ótimo candidato B2B.",,,3,,serper:instagram_duccipets+serper:site_duccipets,,,serper:'pet shop delivery iFood mauá',2026-04-03,True,False,False,False,,alta,,,,,,,,,,,,,
,,Pet Shop Vitória SA,pet_shop,delivery_marketplace,,Santo André,1_abc,,,,@petshopvitoriasantoandre,,,,,,false,medio,"Pet shop em Santo André recém-entrado no iFood (post Jan 2026). Vende ração, petiscos. Instagram ativo com posts regulares. Parceiro Petniva. Está crescendo digitalmente.",,,1,,serper:instagram_petshopvitoria,,,serper:'pet shop delivery iFood santo andré',2026-04-03,True,False,False,False,,media,,,,,,,,,,,,,
,,Patamiga,pet_shop,delivery_marketplace,Alvarenga,São Bernardo do Campo,1_abc,,,,@_patamiga,https://www.ifood.com.br/delivery/sao-bernardo-do-campo-sp/patamiga-alvarenga/00b44405-15a1-4da9-abf9-beed7bf75761,,,,me,false,medio,"Começou como casa de ração, evoluiu para pet shop completo em SBC. iFood delivery. Instagram ativo. Vende ração cães/gatos, acessórios, higiene, pássaros. Bairro Alvarenga. Candidato B2B em expansão.",,,3,Alvarenga,firecrawl:ifood+serper:instagram_patamiga,,,serper:'pet shop iFood são bernardo do campo',2026-04-03,True,False,False,False,,media,,,,,,,,,,,,,
,,Animatrix Pet,pet_shop,fabricante_varejo,"R. Cláudia, 17 - Vila Scarpelli",Santo André,1_abc,(11) 4509-1750,(11) 98417-5371,,@animatrix_pet,https://www.animatrixpet.com.br/,https://www.google.com/maps/search/?api=1&query=Animatrix+Pet+Rua+Cláudia+17+Vila+Scarpelli+Santo+André,,,epp,false,alto,Fabricante e varejista de tapetes higiênicos em Santo André. 5.099 seguidores Instagram. Vende na Shopee + loja física com retirada. Telefone atacado separado do varejo. Site próprio. Interessante como parceiro B2B — fabricante local com canal digital forte.,,,4,Vila Scarpelli,serper:instagram_animatrix+firecrawl:animatrixpet.com.br,,,serper:shopee+'pet'+'santo andré',2026-04-03,False,False,False,True,,alta,,,,,,,,,,,,,
38.404.676/0001-13,Vet Help Clinica Veterinaria Ltda,Vet Help Clinica Veterinaria,clinica_vet,,"Av. Tijucussu, 626 - Olímpico",São Caetano do Sul,1_abc,(11) 4238-4934,(11) 99571-5777,vethelppetshop@gmail.com,,,,4.8,91,epp,false,medio,"Clínica vet ativa em SCS, credenciada Petlove. Endereço alternativo encontrado: Av. Vital Brasil Filho, 623. CNAE M-7500-1/00.",,,5,Olímpico,econodata+listamais+petlove,Seg-Sex 08:00-18:00,,econodata:cnpj/38404676000113+serper:petlove-rede-credenciada,2026-04-03,,,,,,,batch_e,,,,,,,,,,,,
54.331.358/0001-26,Rafael Jung Clinica Veterinaria Ltda,Rafael Jung Clinica Veterinaria,clinica_vet,,"Rua Julieta Soares, 68 - Olímpico",São Caetano do Sul,1_abc,,,,,,,,,medio,false,medio,Clínica vet ativa em SCS bairro Olímpico. Porte médio na Econodata (faturamento estimado ~R$50k). CNAE M-7500-1/00.,,,3,Olímpico,econodata,,,econodata:cnpj/54331358000126,2026-04-03,,,,,,,batch_e,,,,,,,,,,,,
32.469.527/0001-56,Clinica Veterinaria V3 Ltda,Clinica Veterinaria V3,clinica_vet,,"Rua Prates, 219 - Oswaldo Cruz",São Caetano do Sul,1_abc,,,,@clinicaveterinariav3,,,,,epp,false,medio,"Clínica vet ativa em SCS, Oswaldo Cruz. Faturamento estimado ~R$20k. Mencionada no benditoguia e saocaetanodosul.net.br. CNAE M-7500-1/00.",,,3,Oswaldo Cruz,econodata+cnpj.biz,,,econodata:cnpj/32469527000156+serper:saocaetanodosul.net.br,2026-04-03,,,,,,,batch_e,,,,,,,,,,,,
17.372.125/0001-45,A. S. Martins Veterinaria e Pet Shop,A.S. Martins Veterinaria e Pet Shop,pet_shop,vet_integrado,"Rua São Paulo, 2144 - Santa Paula",São Caetano do Sul,1_abc,,,,,,,,,me,false,medio,Pet shop com serviço veterinário integrado em SCS. CNAE G-4789-0/04 (comércio varejista de animais e artigos). ME ativa.,,,3,Santa Paula,econodata,,,econodata:cnpj/17372125000145,2026-04-03,,,,,,,batch_e,,,,,,,,,,,,
21.382.046/0001-92,Gil's Clinica Veterinaria Ltda,Gil's Clinica Veterinaria,clinica_vet,,"Avenida Portugal, 1680 - Centro",Santo André,1_abc,,,,,,,,,me,false,medio,Clínica vet ativa em Santo André Centro desde 2014. Av. Portugal é zona comercial forte. CNAE M-7500-1/00.,,,3,Centro,econodata+cnpj.biz,,,econodata:cnpj/21382046000192+cnpj.biz:fundada-2014,2026-04-03,,,,,,,batch_e,,,,,,,,,,,,
17.900.973/0001-80,Unqui Clinica Veterinaria e Pet Shop Ltda,Unqui Clinica Veterinaria e Pet Shop,clinica_vet,pet_shop_integrado,"Rua Continental, 101 - Jardim do Mar",São Bernardo do Campo,1_abc,,,,,,,,,medio,false,medio,"Clínica vet + pet shop ativa em SBC desde 2013 (12+ anos). Porte médio. Encontrada em clinica.net.br, Serasa e Econodata. CNAE M-7500-1/00.",,,3,Jardim do Mar,econodata+serasaexperian+jusbrasil,,,econodata:cnpj/17900973000180+serper:clinica.net.br,2026-04-03,,,,,,,batch_e,,,,,,,,,,,,
49.132.437/0001-78,Animus Vet Medicina Veterinaria LTDA,Animus Vet 24h,clinica_vet,hospital_24h,,Santo André,1_abc,(11) 9 3926-3706,(11) 93926-3706,,@animusvet,https://animusvet.com.br/,,,,epp,false,alto,"Hospital veterinário 24h em Santo André. Fundada 01/2023. Oferece exames de imagem, laboratoriais, internação 24h, cirurgias eletivas. Credenciada Petlove. Instagram ativo. Potencial alto por ser 24h no ABC.",,,4,,exa+serper:petlove+serper:instagram,,,exa:animusvet.com.br+serper:cnpj.biz/49132437000178,2026-04-03,,,,,,,batch_e,,,,,,,,,,,,
45.441.663/0001-80,Dogzone Pet Shop Ltda,Dogzone Pet Shop,pet_shop,,"Alameda São Caetano, 519 - Jardim",Santo André,1_abc,,,,,,,,,epp,false,baixo,Pet shop ativo em Santo André desde 02/2022. Listado como 'Premium' na Econodata (top ranking). Al. São Caetano é zona comercial.,,,3,Jardim,econodata+cnpj.biz,,,econodata:sp-santo-andre/busca-pet-shop,2026-04-03,,,,,,,batch_e,,,,,,,,,,,,
06.026.377/0001-04,Pet Shop Lucy Dog Ltda,Pet Shop Lucy Dog,pet_shop,,"Rua Marina, 118 - Campestre",Santo André,1_abc,,,,,,,,,epp,false,baixo,"Pet shop ativo em SA, bairro Campestre. Listado top 3 na Econodata para SA. CNAE pet shop.",,,3,Campestre,econodata,,,econodata:sp-santo-andre/busca-pet-shop,2026-04-03,,,,,,,batch_e,,,,,,,,,,,,
53.624.990/0001-03,Garden Pet Shop Ltda,Garden Pet Shop,pet_shop,,"Rua das Paineiras, 272 - Jardim",Santo André,1_abc,,,,,,,,,epp,false,baixo,"Pet shop ativo em SA, bairro Jardim. Listado top 5 Econodata. CNAE pet shop.",,,3,Jardim,econodata,,,econodata:sp-santo-andre/busca-pet-shop,2026-04-03,,,,,,,batch_e,,,,,,,,,,,,
56.879.306/0001-14,Paulo Victor Silva dos Santos Ltda,Pet Shop Gabi Adonay,pet_shop,,"Rua Manoel Augusto Ferreirinha, 386 - Nova Gerti",São Caetano do Sul,1_abc,,,,@gabiadonay,,,,,epp,false,baixo,"Pet shop ativo em SCS, Nova Gerti. CNAE G-4789-0/04. EPP ativa.",,,3,Nova Gerti,econodata,,,econodata:cnpj/56879306000114,2026-04-03,,,,,,,batch_e,,,,,,,,,,,,
57.237.920/0001-45,Sabrina Vilani Clinica Veterinaria Ltda,Dra Sah Clinica Veterinaria,clinica_vet,,,Santo André,1_abc,,,,,,,,,me,false,baixo,Clínica vet ativa em Santo André. Nome fantasia 'Dra Sah'. CNAE M-7500-1/00. Endereço não disponível publicamente.,,,2,,econodata,,,econodata:cnpj/57237920000145,2026-04-03,,,,,,,batch_e,,,,,,,,,,,,
57.366.177/0001-23,JC Vieira Pet Shop,Pet Shop & Cia,pet_shop,,"Avenida São João Batista, 298 - Rudge Ramos",São Bernardo do Campo,1_abc,,,,,,,,,me,false,baixo,"Pet shop ativo em SBC, Rudge Ramos. Zona comercial forte (mesma avenida de outros pet shops do CRM).",,,3,Rudge Ramos,econodata,,,econodata:cnpj/57366177000123,2026-04-03,,,,,,,batch_e,,,,,,,,,,,,
33.954.742/0001-05,Tayna Treice Pet Shop Ltda,Vila Pet,pet_shop,,,São Bernardo do Campo,1_abc,,,,,,,,,me,false,baixo,Pet shop ativo em SBC. CNAE comércio varejista de artigos e animais de estimação.,,,2,,econodata,,,econodata:cnpj/33954742000105,2026-04-03,,,,,,,batch_e,,,,,,,,,,,,
67.730.960/0001-88,Tropical Pet Comercio de Produtos Veterinarios Ltda,Tropical Pet Shop,pet_shop,,,São Bernardo do Campo,1_abc,,,,,,,,,me,false,baixo,Pet shop ativo em SBC. CNAE comércio varejista de medicamentos veterinários. Razão social indica foco em produtos veterinários — possível distribuidor local.,,,2,,econodata,,,econodata:cnpj/67730960000188,2026-04-03,,,,,,,batch_e,,,,,,,,,,,,
,,Amicao Pet Shop,pet_shop,,"Avenida Casa Grande, 1529",Diadema,,,,,,,,,,,,,,,,2,Casa Grande,serper:latemia.net.br+serasaexperian.com.br,,,telelistas:sp/diadema/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Asa Branca Racao Pet e Acessorios,agropecuaria,,"Avenida Rotary, 146 Loja 2",Diadema,,(11) 4092-4254,,,,,,,,,,,,,,3,Serraria,serper:ondepet.com+cnpj.biz,,,telelistas:sp/diadema/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Atlantis Avicultura e Pet Shop,agropecuaria,,"Av. Ver. Juarez Rios de Vasconcelos, 121",Diadema,,,,,,,,,,,,,,,,2,Centro,serper:econodata.com.br,,,telelistas:sp/diadema/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Avicultura Eucaliptos,agropecuaria,,"Estrada do Rufino, 545",Diadema,,(11) 4055-3479,,,,,,,,,,,,,,3,Serraria,serper+fetch:petshoppertodemim.com+listamais.com.br,,,telelistas:sp/diadema/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Avicultura Vila Nova Conquista,agropecuaria,,"Avenida Presidente Juscelino, 509",Diadema,,,,,,,,,,,,,,,,2,Piraporinha,serper:buscja.com,,,telelistas:sp/diadema/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Avicultura e Pet Shop Lumieri,agropecuaria,,"Av. Dona Ida Cerati Magrini, 397",Diadema,,,,,,,,,,,,,,,,2,Piraporinha,serper:econodata.com.br,,,telelistas:sp/diadema/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Bello Dogs,pet_shop,,"Av. Maria Candida de Oliveira, 459",Diadema,,,,,,,,,,,,,,,,2,Casa Grande,,,,telelistas:sp/diadema/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Bem-Vindo Pet,pet_shop,,"Rua Lidia Blank, 117",Diadema,,(11) 4308-7273,,,,,,,,,,,,,,3,Centro,serper:app-guialocal.com.br,,,telelistas:sp/diadema/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Bichocracia,pet_shop,,"Rua Manoel da Nobrega, 177",Diadema,,(11) 4464-2018,,,@bichocraciapetshop,,,,,,,,,,,3,Centro,serper+fetch:petshoppertodemim.com+facebook.com/bichocraciapetshop,,,telelistas:sp/diadema/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Bichos e Caprichos,banho_tosa,,"Rua Santa Cruz, 495 Lote 26-A",Diadema,,,(11) 98065-2088,,@bichosecapriichos,,,,,,,,,,,3,Canhema,serper:instagram.com/bichosecapriichos+cnpj.biz,,,telelistas:sp/diadema/banho+e+tosa,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,CR Pet Nova Conquista,pet_shop,,"Avenida Presidente Juscelino, 875",Diadema,,(11) 4071-8595,,,,,,,,,,,,,,3,Piraporinha,serper+fetch:petshoppertodemim.com,,,telelistas:sp/diadema/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Caobeleireiro Diadema,banho_tosa,,"Rua Jose Francisco Bras, 41",Diadema,,,,,,,,,,,,,,,,2,Piraporinha,serper:econodata.com.br,,,telelistas:sp/diadema/banho+e+tosa,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Caobeleireiro Tosa Para Mim,banho_tosa,,"Rua Santa Marta, 306",Diadema,,,,,,,,,,,,,,,,2,Taboao,,,,telelistas:sp/diadema/banho+e+tosa,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Carol Bichos & Cia Pet Shop,pet_shop,,"Av. Dona Ruyce Ferraz Alvim, 1871 Sala 01",Diadema,,(11) 4043-5188,,,,,,,,,,,,,,3,Serraria,serper:petshoppertodemim.com+diadema.net.br,,,telelistas:sp/diadema/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Casa dos Pets Diadema,pet_shop,,"Rua Raio de Sol, 28",Diadema,,,,,,,,,,,,,,,,2,Piraporinha,,,,telelistas:sp/diadema/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Casa du Pet,pet_shop,,"Rua Maria Helena, 461",Diadema,,,,,,,,,,,,,,,,2,Piraporinha,serper:diadema.net.br+serasaexperian.com.br,,,telelistas:sp/diadema/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Clinica Vet Banho e Tosa Juarez,banho_tosa,,"Rua Salvador Correa de Sa, 516",Diadema,,(11) 4071-8128,,,,,,,,,,,,,,3,Vila Nogueira,serper:guiadepetshopbrasil.com.br+cnpj.biz,,,telelistas:sp/diadema/banho+e+tosa,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Coprodi,pet_shop,,"Rua Martim Afonso, 311",Diadema,,,,,,,,,,,,,,,,2,Conceicao,serper:buscja.com+facebook.com,,,telelistas:sp/diadema/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Enimal Pet,pet_shop,,"Rua Yamagata, 277 Conj 2",Diadema,,(11) 4041-7495,,pynna7@hotmail.com,,,,,,,,,,,,4,Taboao,serper:diariocidade.com+cnpj.biz,,,telelistas:sp/diadema/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Mundo Magico dos Pets,pet_shop,,"Rua Joao Theodoro Genesi, 71",Diadema,,(11) 2334-4331,(11) 97968-7384,mmdospets@gmail.com,@mundomagicodospets,,,,,,,,,,,4,Centro,serper:facebook.com+petshoppertodemim.com+instagram.com/mundomagicodospets,"Seg-Sex 9h-19h, Sab 9h-18h, Dom/Fer 9h-14h",,telelistas:sp/diadema/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Pet Center Diadema Banho e Tosa,banho_tosa,,"Rua Sao Jorge, 216",Diadema,,(11) 4051-2732,(11) 98609-5114,,@petcenterdiadema,https://sites.google.com/view/petcenterdiadema/,,,,,,,,,,4,Centro,serper:instagram.com/petcenterdiadema+telelistas.net,,,telelistas:sp/diadema/banho+e+tosa,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Pet Shop Dog & Cat Diadema,banho_tosa,,"Avenida Dom Joao VI, 986",Diadema,,(11) 4076-1030,(11) 98683-9413,,,,,,,,,,,,,3,Taboao,serper:facebook.com/petdogecat+listamais.com.br,,,telelistas:sp/diadema/banho+e+tosa,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Pet Shop Meu Amigao Cao & Gato,banho_tosa,,"Rua Graciosa, 528",Diadema,,,,,,https://www.meuamigaocao.com.br,,,,,,,,,,3,Centro,serper:meuamigaocao.com.br+cnpj.biz,,,telelistas:sp/diadema/banho+e+tosa,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Raca e Racao Avicultura,agropecuaria,,"Av. Antonio Sylvio Cunha Bueno, 954",Diadema,,(11) 4059-2740,(11) 97668-2197,vendas@racaeracao.com.br,@racaeracaooficial,https://www.racaeracao.com.br,,4.6,40,,,,,,,4,Diadema,serper+fetch:racaeracao.com.br+petlife.com.br,"Seg-Sex 8h-18h, Sab 8h-16h30",,telelistas:sp/diadema/pet+shop,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Thami Vet,banho_tosa,,"R. Gen. Vicente de Paula Dale Coutinho, 60",Diadema,,,,,@thamivet,,,,,,,,,,,2,Centro,serper:instagram.com/thamivet,,,telelistas:sp/diadema/banho+e+tosa,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Amigo Vet Unidade II,clinica_vet,,"Rua Conde da Cunha, 27 - Vila Nogueira",Diadema,,(11) 4067-4524,(11) 98175-0355,,@amigovetpetshop,,,4.5,119,,,,,,,3,Vila Nogueira,serper:instagram.com/amigovetpetshop+econodata.com.br+vetclinicasbr.com,"Seg-Sex 8h30-18h30, Sab 8h30-12h30",,triceleads:veterinario/diadema,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Clinica Veterinaria Canin & Cat,clinica_vet,,"Rua São Lucas, 30 - Centro",Diadema,,(11) 4054-2545,(11) 99150-2079,veterinariacanincat@gmail.com,@vetcanincat,,,4.5,184,,,,,,,4,Centro,serper+fetch:vetclinicasbr.com+acheiperto.com+instagram.com/vetcanincat,"Seg-Sex 8h30-18h30, Sab 8h30-12h30",,triceleads:veterinario/diadema,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Clinica Veterinaria Mundo Rural,clinica_vet,,"Praça Bom Jesus Piraporinha, 122 - Piraporinha",Diadema,,(11) 4066-1302,(11) 94138-5172,,@petmundorural,https://www.mundoruralpet.com.br,,,,,,,,,,4,Piraporinha,serper+fetch:mundoruralpet.com.br+cnpj.biz,"Seg-Sex 8h-19h, Sab 8h-18h",,triceleads:veterinario/diadema,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Clinica Veterinaria Projeto Jerri,clinica_vet,,"Rua Salgado de Castro, 109 - Centro",Diadema,,(11) 4251-7104,,,,,,,,,,,,,,3,Centro,serper:cnpj.biz+econodata.com.br,,,triceleads:veterinario/diadema,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Clinica Veterinaria Santa Marta,clinica_vet,,"Rua Santa Marta, 289 - Taboão",Diadema,,(11) 4072-1260,,contato@clinicasantamarta.com.br,@clinicaveterinariasantamarta,http://www.clinicasantamarta.com.br,,,,,,,,,,4,Jardim Santa Rita,serper+fetch:clinicasantamarta.com.br+instagram.com,"Seg-Sex 10h-17h, Sab 10h-16h",,triceleads:veterinario/diadema,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Deixa Que Eu Cuido,pet_shop,,"Estrada do Rufino, 976 - Serraria",Diadema,,(11) 95050-4938,,,@deixaqeucuido,,,,,,,,,,,3,Serraria,serper:instagram.com/deixaqeucuido+cnpj.biz,,,triceleads:veterinario/diadema,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Espaco Pet Feliz,pet_shop,,"Rua Joao Antonio de Araujo, 449 - Eldorado",Diadema,,,,,,,,,,,,,,,,2,Eldorado,serper:diariocidade.com+serasaexperian.com.br,,,triceleads:veterinario/diadema,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Hospital Veterinario Diadema,hospital_24h,,"Av. Pres. Kennedy, 232 - Centro",Diadema,,(11) 2668-2514,(11) 96864-3286,contact@hospitalveterinariodiadema.com.br,@hospitalveterinariodiadema,https://www.hospitalvetdiadema24h.com.br,,,,,,,,,,4,Centro,serper+fetch:hospitalvetdiadema24h.com.br+instagram.com/hospitalveterinariodiadema,24 horas,,triceleads:veterinario/diadema,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Mundo das Patas Servicos Veterinarios,clinica_vet,,"Rua Sao Francisco de Assis, 68, Casa 02 - Centro",Diadema,,,,,,,,,,,,,,,,2,Centro,serper:cnpj.info+econodata.com.br,,,triceleads:veterinario/diadema,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,Shopping Animal,pet_shop,,"Avenida Presidente Kennedy, 230, 2° andar, Sala 5 - Centro",Diadema,,,,,@shopping.animal,,,,,,,,,,,2,Centro,serper:econodata.com.br+instagram.com/shopping.animal,,,triceleads:veterinario/diadema,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
,,UPA Vet Diadema,clinica_vet,,"Rua São Joaquim, 207 - Centro",Diadema,,,(11) 96455-9163,upavetdiadema@gmail.com,@upavetdiadema,,,,,,,,,,,4,Centro,serper:facebook.com/upavetdiademapopular+instagram.com/upavetdiadema,Seg-Sab 9h-22h,,triceleads:veterinario/diadema,2026-04-04,,,,,,,batch_a,,,,,,,,,,,,
